episode_id,module_version,player,name,final_money,opponent_money,won,mirror,town_centre_interval,peak_animals,peak_plants,final_hands,final_quadrants,hires,actions_total,moves,op_WATER,op_PLANT,op_HARVEST,op_FEED,op_CARE,op_COLLECT_FERTILIZER,op_FERTILIZE,op_DIG,op_BUILD,op_PLACE,op_PICKUP,op_DROP,net_WHEAT,net_CARROT,net_TOMATO,net_STRAWBERRY,net_MELON,net_EGG,net_MILK,net_WOOL,net_FERTILIZER
90689237,1.32.5,0,venks,113042.0,116853.0,0,0,12,14,61,10,3,260,5590,2899,915,175,354,304,308,294,84,29,0,14,147,51,10,0,0,293,144,0,213,152,210
90689237,1.32.5,1,Wufang Hong,116853.0,113042.0,1,0,12,14,61,9,3,259,5539,2876,909,171,344,303,308,294,84,27,0,14,144,49,6,0,0,292,144,0,213,149,210
90694764,1.32.5,0,Just a moroccan,143798.0,144155.0,0,0,12,14,61,6,3,277,6090,3260,922,158,374,314,322,314,80,43,0,14,167,106,-152,0,0,313,144,0,237,164,233
90694764,1.32.5,1,╰┈➤ˎˊ˗ www.sleepyai.org,144155.0,143798.0,1,0,12,14,61,6,3,277,6090,3259,922,158,374,314,322,314,80,44,0,14,167,106,-160,0,0,313,144,0,237,164,233
90699617,1.32.5,0,venks,108993.0,109813.0,0,0,12,14,61,10,3,260,5590,2899,915,175,354,304,308,294,84,29,0,14,147,51,10,0,0,293,144,0,213,152,210
90699617,1.32.5,1,╰┈➤ˎˊ˗ www.sleepyai.org,109813.0,108993.0,1,0,12,14,61,9,3,259,5525,2846,916,174,348,302,307,293,83,26,0,14,146,54,20,0,0,277,144,0,213,150,210
90722051,1.32.5,0,╰┈➤ˎˊ˗ www.sleepyai.org,82506.0,79142.0,1,0,12,14,61,9,3,259,5525,2846,916,174,348,302,307,293,83,26,0,14,146,54,20,0,0,277,144,0,213,150,210
90722051,1.32.5,1,Aastik Rajan15,79142.0,82506.0,0,0,12,14,61,10,3,259,5562,2870,910,175,356,301,307,292,84,29,0,31,146,45,49,0,0,299,144,0,213,144,208
90730914,1.32.5,0,╰┈➤ˎˊ˗ www.sleepyai.org,112259.0,113644.0,0,0,12,14,61,9,3,259,5525,2846,916,174,348,302,307,293,83,26,0,14,146,54,20,0,0,277,144,0,213,150,210
90730914,1.32.5,1,Wufang Hong,113644.0,112259.0,1,0,12,14,61,9,3,259,5539,2876,909,171,344,303,308,294,84,27,0,14,144,49,6,0,0,292,144,0,213,149,210
90734805,1.32.5,0,Leon Christians,145736.0,144195.0,1,0,12,14,61,9,3,259,5540,2876,909,171,345,303,308,294,84,27,0,14,144,49,15,0,0,285,144,0,213,151,232
90734805,1.32.5,1,Raj Aryan,144195.0,145736.0,0,0,12,14,61,6,3,277,6090,3260,922,158,374,314,322,314,80,43,0,14,167,106,-147,0,0,313,144,0,237,164,234
90751101,1.32.5,0,Leon Christians,127114.0,143772.0,0,0,12,14,61,9,3,259,5540,2876,909,171,345,303,308,294,84,27,0,14,144,49,15,0,0,285,144,0,213,151,232
90751101,1.32.5,1,Seb (allegedly),143772.0,127114.0,1,0,12,23,57,0,4,305,6716,3878,619,87,348,455,439,396,74,0,0,23,205,166,-355,0,0,279,108,0,223,298,322
90773795,1.32.6,0,Leon Christians,105313.0,101660.0,1,0,24,14,61,9,3,259,5540,2876,909,171,345,303,308,294,84,27,0,14,144,49,15,0,0,285,144,0,213,151,232
90773795,1.32.6,1,Wufang Hong,101660.0,105313.0,0,0,24,14,61,9,3,259,5539,2876,909,171,344,303,308,294,84,27,0,14,144,49,6,0,0,292,144,0,213,149,210
90775503,1.32.6,0,Wufang Hong,32488.0,32732.0,0,0,24,14,61,9,3,259,5539,2876,909,171,344,303,308,294,84,27,0,14,144,49,6,0,0,292,144,0,213,149,210
90775503,1.32.6,1,╰┈➤ˎˊ˗ www.sleepyai.org,32732.0,32488.0,1,0,24,14,61,9,3,259,5525,2846,916,174,348,302,307,293,83,26,0,14,146,54,20,0,0,277,144,0,213,150,210
90823863,1.32.6,0,Keito,82197.0,84933.0,0,0,24,14,61,9,3,260,5561,2897,909,172,345,302,307,293,83,33,0,14,142,48,-16,0,0,298,144,0,213,147,210
90823863,1.32.6,1,Mohammed Nomaan,84933.0,82197.0,1,0,24,14,61,10,3,262,5602,2915,920,174,354,300,307,293,84,27,0,14,145,53,24,0,0,295,144,0,213,148,209
90824716,1.32.6,0,Ueddy,56837.0,55412.0,1,0,24,14,61,10,3,262,5602,2915,920,174,354,300,307,293,84,27,0,14,145,53,25,0,0,295,144,0,213,148,209
90824716,1.32.6,1,╰┈➤ˎˊ˗ www.sleepyai.org,55412.0,56837.0,0,0,24,14,61,9,3,259,5525,2846,916,174,348,302,307,293,83,26,0,14,146,54,20,0,0,277,144,0,213,150,210
90829593,1.32.6,0,Yvonne.,70790.0,69161.0,1,0,24,14,61,10,3,262,5602,2915,920,174,354,300,307,293,84,27,0,14,145,53,24,0,0,295,144,0,213,148,209
90829593,1.32.6,1,Vishodhan,69161.0,70790.0,0,0,24,14,61,10,3,260,5590,2899,915,175,354,304,308,294,84,29,0,14,147,51,10,0,0,293,144,0,213,152,210
90832868,1.32.6,0,Ueddy,119258.0,125366.0,0,0,24,14,61,10,3,262,5603,2915,920,174,354,301,307,293,84,27,0,14,145,53,11,0,0,295,144,0,213,148,209
90832868,1.32.6,1,Seb (allegedly),125366.0,119258.0,1,0,24,20,61,0,4,302,6618,3925,647,87,345,385,338,395,80,0,0,20,196,177,-305,0,0,309,138,0,276,145,315
90838584,1.32.6,0,Seb (allegedly),44115.0,47555.0,0,0,24,18,63,0,4,305,6316,3863,668,92,323,334,190,338,79,0,0,18,186,204,-230,0,0,309,126,0,170,98,259
90838584,1.32.6,1,Ueddy,47555.0,44115.0,1,0,24,14,61,10,3,262,5603,2915,920,174,354,301,307,293,84,27,0,14,145,53,15,0,0,295,144,0,213,148,209
90842668,1.32.6,0,Jince,74062.0,75352.0,0,0,24,14,61,10,3,262,5602,2915,920,174,354,300,307,293,84,27,0,14,145,53,24,0,0,295,144,0,213,148,209
90842668,1.32.6,1,kakuteki,75352.0,74062.0,1,0,24,14,61,11,3,263,5645,2940,925,174,360,300,308,296,84,27,0,14,145,56,39,0,0,295,144,0,214,148,212
90843480,1.32.6,0,kakuteki,77313.0,76508.0,1,0,24,14,61,11,3,263,5645,2940,925,174,360,300,308,296,84,27,0,14,145,56,39,0,0,295,144,0,214,148,212
90843480,1.32.6,1,Ueddy,76508.0,77313.0,0,0,24,14,61,10,3,262,5602,2915,920,174,354,300,307,293,84,27,0,14,145,53,25,0,0,295,144,0,213,148,209
90843576,1.32.6,0,Mohit Rao,58928.0,66863.0,0,0,24,14,60,6,3,277,6089,3260,922,157,374,314,322,314,80,43,0,14,167,106,-157,0,0,313,144,0,237,164,235
90843576,1.32.6,1,Seb (allegedly),66863.0,58928.0,1,0,24,20,62,0,4,306,6601,3867,654,90,354,392,316,400,78,0,0,20,202,205,-304,0,0,313,126,0,331,81,322
90845121,1.32.6,0,Seb (allegedly),84147.0,62289.0,1,0,24,19,62,0,4,305,6492,3950,645,87,331,378,219,364,76,0,0,19,201,200,-290,0,0,308,120,0,193,120,288
90845121,1.32.6,1,kakuteki,62289.0,84147.0,0,0,24,14,61,11,3,263,5645,2940,925,174,360,300,308,296,84,27,0,14,145,56,85,0,0,295,144,0,214,148,212
90845936,1.32.6,0,Ueddy,90026.0,91240.0,0,0,24,14,61,10,3,262,5602,2915,920,174,354,300,307,293,84,27,0,14,145,53,25,0,0,295,144,0,213,148,209
90845936,1.32.6,1,kakuteki,91240.0,90026.0,1,0,24,14,61,11,3,263,5645,2940,925,174,360,300,308,296,84,27,0,14,145,56,39,0,0,295,144,0,214,148,212
90846065,1.32.6,0,Leon Christians,65224.0,66227.0,0,0,24,14,61,9,3,259,5540,2876,909,171,345,303,308,294,84,27,0,14,144,49,15,0,0,285,144,0,213,151,232
90846065,1.32.6,1,╰┈➤ˎˊ˗ www.sleepyai.org,66227.0,65224.0,1,0,24,14,61,9,3,259,5525,2846,916,174,348,302,307,293,83,26,0,14,146,54,20,0,0,277,144,0,213,150,210
90847591,1.32.6,0,kakuteki,64424.0,62894.0,1,0,24,14,61,11,3,263,5645,2940,925,174,360,300,308,296,84,27,0,14,145,56,39,0,0,295,144,0,214,148,212
90847591,1.32.6,1,╰┈➤ˎˊ˗ www.sleepyai.org,62894.0,64424.0,0,0,24,14,61,9,3,259,5525,2846,916,174,348,302,307,293,83,26,0,14,146,54,20,0,0,277,144,0,213,150,210
90848410,1.32.6,0,Mohit Rao,77019.0,79980.0,0,0,24,14,61,8,3,259,5564,2913,893,169,347,303,308,292,84,31,0,24,143,41,1959,999,999,2316,2142,999,2264,2142,1207
90848410,1.32.6,1,kakuteki,79980.0,77019.0,1,0,24,14,61,11,3,263,5645,2940,925,174,360,300,308,296,84,27,0,14,145,56,39,0,0,295,144,0,214,148,212
